,Município,Região,UF,Reg_Metropolitana,Mun_Reg_Geog_Imediata,Mun_Reg_Geog_Intermediária,Tipo_Conc_Urbana,Hierarquia_Urbana,Hier_Urbana_princ_categ,Região_rural,Amazônia_Legal,Semiárido,Cid_Região_São_Paulo,PIB_per_capita,VAB_Indústria/Total,VAB_Serviço/Total,VAB_Adm/Total,VAB_Agricultura/Total,População,Imposto_Prod_Percapita,Capag_real,Capag_predito
1788,Malhador,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10060,0.03852225298566057,0.2518203231538493,0.4893590644241498,0.2202900946320096,12581,442.8105873936889,1,1
1789,Maruim,Nordeste,Sergipe,Não,do Entorno,do Entorno,Grande concentração urbana,Integrante de Capital Regional A,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,18454,0.2756201191407165,0.3306893656279393,0.3560527159830911,0.03762698793096614,17153,2277.444178860841,1,1
1790,Moita Bonita,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11419,0.04664933085994435,0.2938087981979595,0.4317278388763747,0.2278057506293892,11322,753.7537537537537,0,1
1791,Monte Alegre de Sergipe,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Sim,Não,9186,0.0502636365729548,0.2938761099982348,0.5586562593539177,0.09719631906549085,15120,568.9153439153439,1,1
1792,Muribeca,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11999,0.1647546022944772,0.3004164395002726,0.4608558469729837,0.07396151124618651,7610,670.9592641261498,1,1
1793,Neópolis,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Não,Não,13541,0.1011287553648069,0.3169270386266094,0.3767167381974249,0.2052231759656652,18735,1105.204163330665,,1
1794,Nossa Senhora Aparecida,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9529,0.1023121682319314,0.2939592690894243,0.5425811555737036,0.0611218864842793,8783,606.7402937492884,1,1
1795,Nossa Senhora da Glória,Nordeste,Sergipe,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Centro de zona,Não,Sim,Não,15374,0.07951822702407661,0.522415045572577,0.3400605226297644,0.05800419805508843,36514,1726.652790710413,,1
1796,Nossa Senhora das Dores,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Capital Regional,Não,Sim,Não,11152,0.09129737015097486,0.3878338725729626,0.4595423379618578,0.06132274685361939,26460,861.2244897959183,1,1
1797,Nossa Senhora de Lourdes,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Sim,Não,9427,0.05277763233677156,0.3161945651604796,0.5343560744890657,0.09663682217219052,6470,571.2519319938176,,1
1798,Nossa Senhora do Socorro,Nordeste,Sergipe,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Capital Regional A,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,14090,0.1700770638489622,0.4679394156757801,0.3562405164565343,0.005742544210555357,181503,2108.466526724076,0,0
1799,Pacatuba,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12256,0.1443410584144817,0.1972741558296935,0.5058773308256722,0.1525012682661255,14347,990.1024604446923,1,1
1800,Pedra Mole,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9357,0.04157177334375744,0.2057853767973079,0.6662021142798872,0.08637275230293348,3236,265.7601977750309,1,1
1801,Pedrinhas,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8564,0.03877036312633502,0.2749697609182387,0.6108680546619657,0.07537895359909412,9538,416.544348920109,1,1
1802,Pinhão,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8341,0.04397312859884837,0.2639731285988484,0.6511516314779271,0.04088291746641075,6523,354.2848382646022,1,1
1803,Pirambu,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,12001,0.0856087574800294,0.2811250345966272,0.5777493581729163,0.05549776195611716,9199,611.1533862376344,1,1
1804,Poço Redondo,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Sim,Não,8613,0.08308552119466375,0.2254163782001844,0.5424449283108479,0.149053172294304,34412,512.4665814250843,1,1
1805,Poço Verde,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,10106,0.1135401878654009,0.3697483184187013,0.4950085496446341,0.02169387283027254,23586,758.7551937590096,1,1
1806,Porto da Folha,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro de zona,Não,Sim,Não,9178,0.0696869797956719,0.2807104155106571,0.5394376081208996,0.1101568365048797,28497,578.0608485103695,0,0
1807,Propriá,Nordeste,Sergipe,Não,Polo,do Entorno,,Centro de Zona A,Centro de Zona,Região Rural de Capital Regional,Não,Sim,Não,17368,0.1403203125695316,0.5392336172447245,0.2988189642129246,0.02162265595101416,29559,2163.740315978213,0,0
1808,Riachão do Dantas,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13472,0.03803087133275145,0.1639184418076164,0.3963066059619573,0.4017362175933571,19800,627.0707070707072,1,1
1809,Riachuelo,Nordeste,Sergipe,Não,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16934,0.3179266955568318,0.276503680885501,0.3603090899597974,0.04525400720513758,10140,1823.767258382643,1,1
1810,Ribeirópolis,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,16712,0.2180510333764288,0.4127316078040705,0.3253624966579621,0.04384753714698008,18528,1976.252158894646,1,1
1811,Rosário do Catete,Nordeste,Sergipe,Não,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,36097,0.5243221418328964,0.2543367187894298,0.2096023845644578,0.01173281715271366,10697,4608.862297840516,1,1
1812,Salgado,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8747,0.04699962593365752,0.2801032905771482,0.5508730225767138,0.1220119942562716,19970,448.0220330495744,1,1
1813,Santa Luzia do Itanhy,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11359,0.02715139746906151,0.2017236449238258,0.5081627088888742,0.2629489489888881,13947,577.6152577615258,0,0
1814,Santana do São Francisco,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,8917,0.05915420786110441,0.2348836508319267,0.6159422474077646,0.09000482276344346,7714,315.9191081151154,1,1
1815,Santa Rosa de Lima,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,11111,0.04275172577957629,0.1978576529397763,0.6455843846703166,0.1137824327541062,3904,350.6659836065573,1,1
1816,Santo Amaro das Brotas,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10468,0.1524308375739694,0.2469624890185483,0.489598700459149,0.1109996850602529,12051,455.9787569496307,1,1
1817,São Cristóvão,Nordeste,Sergipe,Sim,do Entorno,do Entorno,Grande concentração urbana,Integrante de Capital Regional A,Capital Regional,Região Rural de Capital Regional,Não,Não,Não,10061,0.1557125265730967,0.35914819057888,0.4489765911694613,0.03615901586115212,89027,894.3241937839083,0,0
1818,São Domingos,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9244,0.141447811099264,0.2733512075444354,0.5351911470895746,0.04998913054730282,11065,514.0533212833258,1,1
1819,São Francisco,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,10031,0.1302935794004691,0.2084955022295538,0.6071345722607419,0.05407634610923525,3987,300.7273639327815,1,1
1820,São Miguel do Aleixo,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9354,0.07624540863177227,0.2120925160697888,0.6356749311294766,0.07595844811753903,3913,449.0161001788909,1,1
1821,Simão Dias,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,13014,0.1598740298300141,0.3990263573698192,0.3878205684718629,0.05327687392565068,40486,1633.77463814652,1,1
1822,Siriri,Nordeste,Sergipe,Não,do Entorno,do Entorno,Grande concentração urbana,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,16159,0.3406712720065291,0.2327955578873732,0.3715022735222105,0.05502360965372508,8813,588.2219448541927,1,1
1823,Telha,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9854,0.05257985257985258,0.206027846027846,0.6601146601146601,0.08121212121212121,3204,327.4032459425718,1,1
1824,Tobias Barreto,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,10753,0.06821233445259188,0.4669891025097549,0.4399928230749969,0.02480179659727001,51843,970.0827498408657,1,1
1825,Tomar do Geru,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9325,0.05094726721777274,0.2373447331599323,0.563776364245062,0.1479230511704566,13061,405.7882244851083,1,1
1826,Umbaúba,Nordeste,Sergipe,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,13652,0.04955277738678678,0.4530640187334451,0.3949410741020358,0.1024357317432085,25033,1165.221907082651,1,1
1827,Abaíra,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,6794,0.04445922528924752,0.3471670371602107,0.5539024347552117,0.05443629553132275,8767,277.5179650963842,,1
1828,Abaré,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Sim,Não,6957,0.05529308567119619,0.3137532509502778,0.5292547052215263,0.1016835690432588,19814,397.9004744120319,,1
1829,Acajutiba,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,8850,0.04686421017512007,0.320468952460759,0.3996880891971789,0.2329709891917476,15129,331.4825831185141,1,1
1830,Adustina,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Sim,Não,6686,0.04437330570024888,0.2590786710213447,0.5151781501253666,0.1813606210042282,16784,246.9018112488084,1,1
1831,Água Fria,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,6524,0.06672702751134124,0.2604287506248291,0.586377311867508,0.08644804723236096,16901,250.8727294242944,1,1
1832,Érico Cardoso,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Sim,Não,5933,0.03730643276778515,0.2792469596985206,0.6139516513897345,0.06947849984366515,10662,233.7272556743575,1,1
1833,Aiquara,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9180,0.04433867735470942,0.207690380761523,0.4934118236472946,0.2545090180360721,4478,265.7436355515856,0,0
1834,Alagoinhas,Nordeste,Bahia,Não,Polo,do Entorno,Média concentração urbana,Centro Subregional B,Centro Subregional,Região Rural de Metrópole,Não,Não,Não,26272,0.2994338942794034,0.4976971045368743,0.1736674132102896,0.02920126683335977,150832,5628.076270287473,1,1
1835,Alcobaça,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Não,Não,11365,0.1039467157939488,0.35215758520513,0.2849854743853185,0.2589102246156026,22449,677.9812018352711,1,1
1836,Almadina,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9017,0.05312090432503277,0.236504750982962,0.4727432830930537,0.2375901048492792,5566,243.6219906575638,,1
1837,Amargosa,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro de Zona B,Centro de Zona,Região Rural de Metrópole,Não,Sim,Não,10143,0.09870741328812811,0.4987852065148924,0.3388388490085718,0.0636656284560657,37031,840.1879506359536,0,0
1838,Amélia Rodrigues,Nordeste,Bahia,Sim,do Entorno,do Entorno,,Integrante de Metrópole,Metrópole,Região Rural de Metrópole,Não,Não,Não,12394,0.09170069661301945,0.484778369671193,0.3421387291404672,0.08137867205493776,25224,1171.542974944497,1,1
1839,América Dourada,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Centro Sub-regional,Não,Sim,Não,7163,0.0728859762645593,0.2621729034152968,0.489449385503575,0.1754733779405421,16097,395.2910480213704,1,1
1840,Anagé,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9341,0.05445971012670167,0.4103121954286792,0.4505171817524444,0.0847046247681328,18194,600.3627569528416,1,1
1841,Andaraí,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,7909,0.04673340464609361,0.3580035118170626,0.5326760449674047,0.06258703856943912,13153,375.6557439367444,,1
1842,Andorinha,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,13040,0.3631574359589004,0.2902905956830142,0.3050546433202219,0.0414918770498055,14690,545.6092579986386,1,1
1843,Angical,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,9607,0.04125045961514891,0.2876501409486457,0.3959431302855742,0.2751409486456673,14017,294.5708782193051,1,1
1844,Anguera,Nordeste,Bahia,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,6672,0.049638115600757,0.3646292310137097,0.5426821340344693,0.04302162638505656,11142,459.9712798420391,1,1
1845,Antas,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,6128,0.04424356898722792,0.346905918330635,0.5305270732146069,0.07832343946753013,19093,304.9285078300948,0,0
1846,Antônio Cardoso,Nordeste,Bahia,Sim,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,9395,0.04267119643076419,0.4555482788260816,0.4419896852359707,0.05978060660636077,11691,1036.609357625524,,1
1847,Antônio Gonçalves,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,5916,0.05562055620556206,0.2784627846278463,0.6050610506105061,0.06084060840608406,11715,226.0349978659838,1,1
1848,Aporá,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,7112,0.0543627867109525,0.259789175244987,0.5544822925337707,0.1313575037294059,17673,246.5908447914898,1,1
1849,Apuarema,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9079,0.04247320428731403,0.3400415933450648,0.4826427771556551,0.134810430331147,7360,586.2771739130435,1,1
1850,Aracatu,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,8289,0.05741399311564574,0.2890572998877964,0.4764087252534089,0.1771104729665481,13229,339.7838082999471,1,1
1851,Araçás,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,17243,0.4724761815481623,0.2535339132322539,0.2398916513304289,0.03408838606861096,12143,552.9111422218563,1,1
1852,Araci,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,7858,0.06512212412193079,0.3587876324230001,0.4568661666360964,0.1192240768189727,54099,400.7467790532173,1,1
1853,Aramari,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,8079,0.1430471542082558,0.2513271879807081,0.4451024161182499,0.1605116757844577,11332,449.7882103776915,1,1
1854,Arataca,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,7368,0.04557895537139816,0.2141716718619326,0.5444131883727413,0.1958108416330875,11079,244.8776965430093,1,1
1855,Aratuípe,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Não,Não,7495,0.04249655369111565,0.2765128107619908,0.4775237280347325,0.2034352173155234,8813,334.6193123794395,1,1
1856,Aurelino Leal,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Não,Não,9065,0.09191796170896868,0.2224874555463536,0.4578165343206508,0.2277585618940907,11774,348.2249023271615,,1
1857,Baianópolis,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Capital Regional,Não,Sim,Não,12394,0.03608909702209414,0.2475324207492795,0.3086515369836695,0.4077149375600384,13824,345.5584490740741,1,1
1858,Baixa Grande,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,7778,0.05512877851148352,0.3408618557785904,0.5154494751519297,0.08854673647102154,20488,357.1846934791097,1,1
1859,Banzaê,Nordeste,Bahia,Não,do Entorno,do Entorno,,Centro Local,Centro Local,Região Rural de Metrópole,Não,Sim,Não,7308,0.1220507823074008,0.2692761626333171,0.5290780141843971,0.079562557522603,13217,320.5719906181433,1,1
