,Município,UF,Capag_real,Capag_predito
2159,Rodelas,Bahia,1,1
2160,Ruy Barbosa,Bahia,0,0
2161,Salinas da Margarida,Bahia,0,1
2162,Salvador,Bahia,0,0
2163,Santa Bárbara,Bahia,,1
2164,Santa Brígida,Bahia,1,1
2165,Santa Cruz Cabrália,Bahia,,1
2166,Santa Cruz da Vitória,Bahia,1,1
2167,Santa Inês,Bahia,0,0
2168,Santaluz,Bahia,,1
2169,Santa Luzia,Bahia,1,1
2170,Santa Maria da Vitória,Bahia,1,0
2171,Santana,Bahia,1,1
2172,Santanópolis,Bahia,1,1
2173,Santa Rita de Cássia,Bahia,1,1
2174,Santa Terezinha,Bahia,1,1
2175,Santo Amaro,Bahia,1,1
2176,Santo Antônio de Jesus,Bahia,1,1
2177,Santo Estêvão,Bahia,1,1
2178,São Desidério,Bahia,1,1
2179,São Domingos,Bahia,1,1
2180,São Félix,Bahia,,1
2181,São Félix do Coribe,Bahia,1,1
2182,São Felipe,Bahia,1,1
2183,São Francisco do Conde,Bahia,1,1
2184,São Gabriel,Bahia,1,1
2185,São Gonçalo dos Campos,Bahia,,1
2186,São José da Vitória,Bahia,1,1
2187,São José do Jacuípe,Bahia,1,1
2188,São Miguel das Matas,Bahia,1,1
2189,São Sebastião do Passé,Bahia,1,1
2190,Sapeaçu,Bahia,1,1
2191,Sátiro Dias,Bahia,1,1
2192,Saubara,Bahia,,1
2193,Saúde,Bahia,1,1
2194,Seabra,Bahia,0,0
2195,Sebastião Laranjeiras,Bahia,1,1
2196,Senhor do Bonfim,Bahia,1,1
2197,Serra do Ramalho,Bahia,1,1
2198,Sento Sé,Bahia,1,1
2199,Serra Dourada,Bahia,1,1
2200,Serra Preta,Bahia,,1
2201,Serrinha,Bahia,,1
2202,Serrolândia,Bahia,1,1
2203,Simões Filho,Bahia,1,1
2204,Sítio do Mato,Bahia,1,1
2205,Sítio do Quinto,Bahia,1,1
2206,Sobradinho,Bahia,1,1
2207,Souto Soares,Bahia,1,1
2208,Tabocas do Brejo Velho,Bahia,1,1
2209,Tanhaçu,Bahia,,1
2210,Tanque Novo,Bahia,1,1
2211,Tanquinho,Bahia,1,1
2212,Taperoá,Bahia,1,1
2213,Tapiramutá,Bahia,,1
2214,Teixeira de Freitas,Bahia,1,1
2215,Teodoro Sampaio,Bahia,1,1
2216,Teofilândia,Bahia,1,1
2217,Teolândia,Bahia,1,1
2218,Terra Nova,Bahia,,1
2219,Tremedal,Bahia,,1
2220,Tucano,Bahia,1,1
2221,Uauá,Bahia,1,1
2222,Ubaíra,Bahia,0,0
2223,Ubaitaba,Bahia,,1
2224,Ubatã,Bahia,1,1
2225,Uibaí,Bahia,0,0
2226,Umburanas,Bahia,1,1
2227,Una,Bahia,0,1
2228,Urandi,Bahia,1,1
2229,Uruçuca,Bahia,1,1
2230,Utinga,Bahia,0,0
2231,Valença,Bahia,,1
2232,Valente,Bahia,1,1
2233,Várzea da Roça,Bahia,,1
2234,Várzea do Poço,Bahia,1,1
2235,Várzea Nova,Bahia,1,1
2236,Varzedo,Bahia,1,1
2237,Vera Cruz,Bahia,0,0
2238,Vereda,Bahia,1,1
2239,Vitória da Conquista,Bahia,0,0
2240,Wagner,Bahia,,1
2241,Wanderley,Bahia,1,1
2242,Wenceslau Guimarães,Bahia,1,1
2243,Xique-Xique,Bahia,1,1
2244,Abadia dos Dourados,Minas Gerais,0,0
2245,Abaeté,Minas Gerais,0,0
2246,Abre Campo,Minas Gerais,0,0
2247,Acaiaca,Minas Gerais,,0
2248,Açucena,Minas Gerais,,0
2249,Água Boa,Minas Gerais,,1
2250,Água Comprida,Minas Gerais,,1
2251,Aguanil,Minas Gerais,,0
2252,Águas Formosas,Minas Gerais,1,1
2253,Águas Vermelhas,Minas Gerais,1,1
2254,Aimorés,Minas Gerais,0,0
2255,Aiuruoca,Minas Gerais,,0
2256,Alagoa,Minas Gerais,,0
2257,Albertina,Minas Gerais,,0
2258,Além Paraíba,Minas Gerais,0,0
2259,Alfenas,Minas Gerais,1,0
2260,Alfredo Vasconcelos,Minas Gerais,0,0
2261,Almenara,Minas Gerais,,0
2262,Alpercata,Minas Gerais,,1
2263,Alpinópolis,Minas Gerais,0,0
2264,Alterosa,Minas Gerais,0,0
2265,Alto Caparaó,Minas Gerais,0,0
2266,Alto Rio Doce,Minas Gerais,1,1
2267,Alvarenga,Minas Gerais,1,1
2268,Alvinópolis,Minas Gerais,1,1
2269,Alvorada de Minas,Minas Gerais,0,0
2270,Amparo do Serra,Minas Gerais,0,0
2271,Andradas,Minas Gerais,0,0
2272,Cachoeira de Pajeú,Minas Gerais,1,1
2273,Andrelândia,Minas Gerais,,0
2274,Angelândia,Minas Gerais,1,1
2275,Antônio Carlos,Minas Gerais,,0
2276,Antônio Dias,Minas Gerais,0,0
2277,Antônio Prado de Minas,Minas Gerais,1,1
2278,Araçaí,Minas Gerais,0,0
2279,Aracitaba,Minas Gerais,,0
2280,Araçuaí,Minas Gerais,0,0
2281,Araguari,Minas Gerais,0,0
2282,Arantina,Minas Gerais,,0
2283,Araponga,Minas Gerais,0,0
2284,Araporã,Minas Gerais,,0
2285,Arapuá,Minas Gerais,0,0
2286,Araújos,Minas Gerais,,0
2287,Araxá,Minas Gerais,0,0
2288,Arceburgo,Minas Gerais,,0
2289,Arcos,Minas Gerais,1,0
2290,Areado,Minas Gerais,0,0
2291,Argirita,Minas Gerais,1,1
2292,Aricanduva,Minas Gerais,0,0
2293,Arinos,Minas Gerais,1,1
2294,Astolfo Dutra,Minas Gerais,1,1
2295,Ataléia,Minas Gerais,,0
2296,Augusto de Lima,Minas Gerais,0,0
2297,Baependi,Minas Gerais,0,0
2298,Baldim,Minas Gerais,1,1
2299,Bambuí,Minas Gerais,0,0
2300,Bandeira,Minas Gerais,1,1
2301,Bandeira do Sul,Minas Gerais,1,1
2302,Barão de Cocais,Minas Gerais,1,1
2303,Barão de Monte Alto,Minas Gerais,1,1
2304,Barbacena,Minas Gerais,0,0
2305,Barra Longa,Minas Gerais,1,1
2306,Barroso,Minas Gerais,0,0
2307,Bela Vista de Minas,Minas Gerais,0,0
2308,Belmiro Braga,Minas Gerais,,0
2309,Belo Horizonte,Minas Gerais,0,0
2310,Belo Oriente,Minas Gerais,0,0
2311,Belo Vale,Minas Gerais,0,0
2312,Berilo,Minas Gerais,0,0
2313,Bertópolis,Minas Gerais,,1
2314,Berizal,Minas Gerais,,1
2315,Betim,Minas Gerais,0,0
2316,Bias Fortes,Minas Gerais,0,0
2317,Bicas,Minas Gerais,0,0
2318,Biquinhas,Minas Gerais,1,1
2319,Boa Esperança,Minas Gerais,0,0
2320,Bocaina de Minas,Minas Gerais,,0
2321,Bocaiúva,Minas Gerais,0,0
2322,Bom Despacho,Minas Gerais,0,0
2323,Bom Jardim de Minas,Minas Gerais,0,0
2324,Bom Jesus da Penha,Minas Gerais,0,0
2325,Bom Jesus do Amparo,Minas Gerais,1,1
2326,Bom Jesus do Galho,Minas Gerais,,1
2327,Bom Repouso,Minas Gerais,0,0
2328,Bom Sucesso,Minas Gerais,0,0
2329,Bonfim,Minas Gerais,,1
2330,Bonfinópolis de Minas,Minas Gerais,,0
2331,Bonito de Minas,Minas Gerais,1,1
2332,Borda da Mata,Minas Gerais,,0
2333,Botelhos,Minas Gerais,0,0
2334,Botumirim,Minas Gerais,0,0
2335,Brasilândia de Minas,Minas Gerais,0,0
2336,Brasília de Minas,Minas Gerais,1,1
2337,Brás Pires,Minas Gerais,,0
2338,Braúnas,Minas Gerais,0,0
2339,Brazópolis,Minas Gerais,0,0
2340,Brumadinho,Minas Gerais,0,0
2341,Bueno Brandão,Minas Gerais,,0
2342,Buenópolis,Minas Gerais,,0
2343,Bugre,Minas Gerais,,1
2344,Buritis,Minas Gerais,0,0
2345,Buritizeiro,Minas Gerais,1,1
2346,Cabeceira Grande,Minas Gerais,0,0
2347,Cabo Verde,Minas Gerais,0,0
2348,Cachoeira da Prata,Minas Gerais,1,1
2349,Cachoeira de Minas,Minas Gerais,0,0
2350,Cachoeira Dourada,Minas Gerais,,1
2351,Caetanópolis,Minas Gerais,,0
2352,Caeté,Minas Gerais,1,1
2353,Caiana,Minas Gerais,,1
2354,Cajuri,Minas Gerais,0,1
2355,Caldas,Minas Gerais,0,0
2356,Camacho,Minas Gerais,0,0
2357,Camanducaia,Minas Gerais,0,0
2358,Cambuí,Minas Gerais,,0
2359,Cambuquira,Minas Gerais,1,1
2360,Campanário,Minas Gerais,1,1
2361,Campanha,Minas Gerais,0,0
2362,Campestre,Minas Gerais,1,1
2363,Campina Verde,Minas Gerais,0,0
2364,Campo Azul,Minas Gerais,1,1
2365,Campo Belo,Minas Gerais,0,0
2366,Campo do Meio,Minas Gerais,0,0
2367,Campo Florido,Minas Gerais,0,0
2368,Campos Altos,Minas Gerais,1,0
2369,Campos Gerais,Minas Gerais,0,0
2370,Canaã,Minas Gerais,0,1
2371,Canápolis,Minas Gerais,1,0
2372,Cana Verde,Minas Gerais,0,0
2373,Candeias,Minas Gerais,1,0
2374,Cantagalo,Minas Gerais,1,1
2375,Caparaó,Minas Gerais,,0
2376,Capela Nova,Minas Gerais,1,1
2377,Capelinha,Minas Gerais,0,0
2378,Capetinga,Minas Gerais,0,0
2379,Capim Branco,Minas Gerais,1,1
2380,Capinópolis,Minas Gerais,0,0
2381,Capitão Andrade,Minas Gerais,0,0
2382,Capitão Enéas,Minas Gerais,1,1
2383,Capitólio,Minas Gerais,0,0
2384,Caputira,Minas Gerais,0,0
2385,Caraí,Minas Gerais,,0
2386,Caranaíba,Minas Gerais,1,1
2387,Carandaí,Minas Gerais,0,0
2388,Carangola,Minas Gerais,,0
2389,Caratinga,Minas Gerais,1,1
2390,Carbonita,Minas Gerais,1,1
2391,Careaçu,Minas Gerais,,0
2392,Carlos Chagas,Minas Gerais,0,0
2393,Carmésia,Minas Gerais,0,0
2394,Carmo da Cachoeira,Minas Gerais,0,0
2395,Carmo da Mata,Minas Gerais,1,0
2396,Carmo de Minas,Minas Gerais,0,0
2397,Carmo do Cajuru,Minas Gerais,0,0
2398,Carmo do Paranaíba,Minas Gerais,0,0
2399,Carmo do Rio Claro,Minas Gerais,1,0
2400,Carmópolis de Minas,Minas Gerais,0,0
2401,Carneirinho,Minas Gerais,,1
2402,Carrancas,Minas Gerais,,0
2403,Carvalhópolis,Minas Gerais,0,0
2404,Carvalhos,Minas Gerais,,0
2405,Casa Grande,Minas Gerais,1,1
2406,Cascalho Rico,Minas Gerais,0,0
2407,Cássia,Minas Gerais,,0
2408,Conceição da Barra de Minas,Minas Gerais,1,1
2409,Cataguases,Minas Gerais,1,1
2410,Catas Altas,Minas Gerais,0,0
2411,Catas Altas da Noruega,Minas Gerais,,0
2412,Catuji,Minas Gerais,,1
2413,Catuti,Minas Gerais,1,1
2414,Caxambu,Minas Gerais,0,0
2415,Cedro do Abaeté,Minas Gerais,0,0
2416,Central de Minas,Minas Gerais,,1
2417,Centralina,Minas Gerais,1,0
2418,Chácara,Minas Gerais,1,1
2419,Chalé,Minas Gerais,,1
2420,Chapada do Norte,Minas Gerais,0,0
2421,Chapada Gaúcha,Minas Gerais,0,0
2422,Chiador,Minas Gerais,,0
2423,Cipotânea,Minas Gerais,1,1
2424,Claraval,Minas Gerais,0,0
2425,Claro dos Poções,Minas Gerais,1,1
2426,Cláudio,Minas Gerais,0,0
2427,Coimbra,Minas Gerais,0,0
2428,Coluna,Minas Gerais,0,0
2429,Comendador Gomes,Minas Gerais,,0
2430,Comercinho,Minas Gerais,1,1
2431,Conceição da Aparecida,Minas Gerais,0,0
2432,Conceição das Pedras,Minas Gerais,,1
2433,Conceição das Alagoas,Minas Gerais,0,0
2434,Conceição de Ipanema,Minas Gerais,1,1
2435,Conceição do Mato Dentro,Minas Gerais,0,0
2436,Conceição do Pará,Minas Gerais,1,1
2437,Conceição do Rio Verde,Minas Gerais,0,0
2438,Conceição dos Ouros,Minas Gerais,0,0
2439,Cônego Marinho,Minas Gerais,,0
2440,Confins,Minas Gerais,1,0
2441,Congonhal,Minas Gerais,0,0
2442,Congonhas,Minas Gerais,0,0
2443,Congonhas do Norte,Minas Gerais,1,1
2444,Conquista,Minas Gerais,0,0
2445,Conselheiro Lafaiete,Minas Gerais,0,0
2446,Conselheiro Pena,Minas Gerais,,0
2447,Consolação,Minas Gerais,0,0
2448,Contagem,Minas Gerais,0,0
2449,Coqueiral,Minas Gerais,0,0
2450,Coração de Jesus,Minas Gerais,1,1
2451,Cordisburgo,Minas Gerais,0,0
2452,Cordislândia,Minas Gerais,,0
2453,Corinto,Minas Gerais,0,0
2454,Coroaci,Minas Gerais,1,1
2455,Coromandel,Minas Gerais,,0
2456,Coronel Fabriciano,Minas Gerais,0,0
2457,Coronel Murta,Minas Gerais,,0
2458,Coronel Pacheco,Minas Gerais,1,0
2459,Coronel Xavier Chaves,Minas Gerais,0,0
2460,Córrego Danta,Minas Gerais,0,0
2461,Córrego do Bom Jesus,Minas Gerais,,1
2462,Córrego Fundo,Minas Gerais,0,0
2463,Córrego Novo,Minas Gerais,0,0
2464,Couto de Magalhães de Minas,Minas Gerais,1,0
2465,Crisólita,Minas Gerais,,0
2466,Cristais,Minas Gerais,0,0
2467,Cristália,Minas Gerais,0,1
2468,Cristiano Otoni,Minas Gerais,0,0
2469,Cristina,Minas Gerais,0,0
2470,Crucilândia,Minas Gerais,,0
2471,Cruzeiro da Fortaleza,Minas Gerais,,0
2472,Cruzília,Minas Gerais,0,0
2473,Cuparaque,Minas Gerais,1,1
2474,Curral de Dentro,Minas Gerais,1,1
2475,Curvelo,Minas Gerais,0,0
2476,Datas,Minas Gerais,0,0
2477,Delfim Moreira,Minas Gerais,1,1
2478,Delfinópolis,Minas Gerais,,0
2479,Delta,Minas Gerais,,0
2480,Descoberto,Minas Gerais,,0
2481,Desterro de Entre Rios,Minas Gerais,0,1
2482,Desterro do Melo,Minas Gerais,0,0
2483,Diamantina,Minas Gerais,0,0
2484,Diogo de Vasconcelos,Minas Gerais,0,0
2485,Dionísio,Minas Gerais,0,0
2486,Divinésia,Minas Gerais,0,0
2487,Divino,Minas Gerais,0,0
2488,Divino das Laranjeiras,Minas Gerais,,1
2489,Divinolândia de Minas,Minas Gerais,0,0
2490,Divinópolis,Minas Gerais,0,0
2491,Divisa Alegre,Minas Gerais,1,1
2492,Divisa Nova,Minas Gerais,0,0
2493,Divisópolis,Minas Gerais,0,0
2494,Dom Bosco,Minas Gerais,0,0
2495,Dom Cavati,Minas Gerais,0,0
2496,Dom Joaquim,Minas Gerais,1,1
2497,Dom Silvério,Minas Gerais,0,0
2498,Dom Viçoso,Minas Gerais,,0
2499,Dona Eusébia,Minas Gerais,,0
2500,Dores de Campos,Minas Gerais,0,0
2501,Dores de Guanhães,Minas Gerais,,0
2502,Dores do Indaiá,Minas Gerais,,0
2503,Dores do Turvo,Minas Gerais,,0
2504,Doresópolis,Minas Gerais,,0
2505,Douradoquara,Minas Gerais,0,0
2506,Durandé,Minas Gerais,1,1
2507,Elói Mendes,Minas Gerais,,0
2508,Engenheiro Caldas,Minas Gerais,1,1
2509,Engenheiro Navarro,Minas Gerais,1,1
2510,Entre Folhas,Minas Gerais,0,0
2511,Entre Rios de Minas,Minas Gerais,0,0
2512,Ervália,Minas Gerais,1,1
2513,Esmeraldas,Minas Gerais,,0
2514,Espera Feliz,Minas Gerais,0,0
2515,Espinosa,Minas Gerais,1,1
2516,Espírito Santo do Dourado,Minas Gerais,0,0
2517,Estiva,Minas Gerais,0,0
2518,Estrela Dalva,Minas Gerais,0,0
2519,Estrela do Indaiá,Minas Gerais,,0
2520,Estrela do Sul,Minas Gerais,0,0
2521,Eugenópolis,Minas Gerais,1,0
2522,Ewbank da Câmara,Minas Gerais,0,0
2523,Extrema,Minas Gerais,0,0
2524,Fama,Minas Gerais,0,0
2525,Faria Lemos,Minas Gerais,1,0
2526,Felício dos Santos,Minas Gerais,0,0
2527,São Gonçalo do Rio Preto,Minas Gerais,0,1
2528,Felisburgo,Minas Gerais,,1
2529,Felixlândia,Minas Gerais,1,0
2530,Fernandes Tourinho,Minas Gerais,0,0
2531,Ferros,Minas Gerais,0,0
2532,Fervedouro,Minas Gerais,1,1
2533,Florestal,Minas Gerais,1,0
2534,Formiga,Minas Gerais,0,0
2535,Formoso,Minas Gerais,1,1
2536,Fortaleza de Minas,Minas Gerais,,0
2537,Fortuna de Minas,Minas Gerais,0,0
2538,Francisco Badaró,Minas Gerais,,1
2539,Francisco Dumont,Minas Gerais,0,1
2540,Francisco Sá,Minas Gerais,1,1
2541,Franciscópolis,Minas Gerais,,1
2542,Frei Gaspar,Minas Gerais,,0
2543,Frei Inocêncio,Minas Gerais,,0
2544,Frei Lagonegro,Minas Gerais,1,1
2545,Fronteira,Minas Gerais,1,1
2546,Fronteira dos Vales,Minas Gerais,1,1
2547,Fruta de Leite,Minas Gerais,1,1
2548,Frutal,Minas Gerais,0,0
2549,Funilândia,Minas Gerais,1,1
2550,Galiléia,Minas Gerais,0,0
2551,Gameleiras,Minas Gerais,1,1
2552,Glaucilândia,Minas Gerais,1,1
2553,Goiabeira,Minas Gerais,1,1
2554,Goianá,Minas Gerais,1,1
2555,Gonçalves,Minas Gerais,0,0
2556,Gonzaga,Minas Gerais,1,1
2557,Gouveia,Minas Gerais,1,1
2558,Governador Valadares,Minas Gerais,1,0
2559,Grão Mogol,Minas Gerais,1,1
2560,Grupiara,Minas Gerais,1,1
2561,Guanhães,Minas Gerais,0,0
2562,Guapé,Minas Gerais,1,0
2563,Guaraciaba,Minas Gerais,,1
2564,Guaraciama,Minas Gerais,,0
2565,Guaranésia,Minas Gerais,1,0
2566,Guarani,Minas Gerais,1,1
2567,Guarará,Minas Gerais,0,0
2568,Guarda-Mor,Minas Gerais,,0
2569,Guaxupé,Minas Gerais,0,0
2570,Guidoval,Minas Gerais,,1
2571,Guimarânia,Minas Gerais,,0
2572,Guiricema,Minas Gerais,,0
2573,Gurinhatã,Minas Gerais,1,1
2574,Heliodora,Minas Gerais,0,0
2575,Iapu,Minas Gerais,0,0
2576,Ibertioga,Minas Gerais,0,0
2577,Ibiá,Minas Gerais,,0
2578,Ibiaí,Minas Gerais,1,1
2579,Ibiracatu,Minas Gerais,0,0
2580,Ibiraci,Minas Gerais,,0
2581,Ibirité,Minas Gerais,,1
2582,Ibitiúra de Minas,Minas Gerais,0,0
2583,Ibituruna,Minas Gerais,0,1
2584,Icaraí de Minas,Minas Gerais,1,1
2585,Igarapé,Minas Gerais,0,0
2586,Igaratinga,Minas Gerais,0,0
2587,Iguatama,Minas Gerais,1,0
2588,Ijaci,Minas Gerais,,0
2589,Ilicínea,Minas Gerais,1,1
2590,Imbé de Minas,Minas Gerais,0,0
2591,Inconfidentes,Minas Gerais,0,0
2592,Indaiabira,Minas Gerais,1,1
2593,Indianópolis,Minas Gerais,1,1
2594,Ingaí,Minas Gerais,0,0
2595,Inhapim,Minas Gerais,0,0
2596,Inhaúma,Minas Gerais,1,1
2597,Inimutaba,Minas Gerais,1,1
2598,Ipaba,Minas Gerais,0,0
2599,Ipanema,Minas Gerais,,0
2600,Ipatinga,Minas Gerais,1,1
2601,Ipiaçu,Minas Gerais,1,1
2602,Ipuiúna,Minas Gerais,1,0
2603,Iraí de Minas,Minas Gerais,1,0
2604,Itabira,Minas Gerais,0,0
2605,Itabirinha,Minas Gerais,,0
2606,Itabirito,Minas Gerais,0,0
2607,Itacambira,Minas Gerais,1,1
2608,Itacarambi,Minas Gerais,1,1
2609,Itaguara,Minas Gerais,1,1
2610,Itaipé,Minas Gerais,,1
2611,Itajubá,Minas Gerais,0,0
2612,Itamarandiba,Minas Gerais,0,0
2613,Itamarati de Minas,Minas Gerais,0,0
2614,Itambacuri,Minas Gerais,,0
2615,Itambé do Mato Dentro,Minas Gerais,0,0
2616,Itamogi,Minas Gerais,0,0
2617,Itamonte,Minas Gerais,,0
2618,Itanhandu,Minas Gerais,0,0
2619,Itanhomi,Minas Gerais,1,1
2620,Itaobim,Minas Gerais,0,0
2621,Itapagipe,Minas Gerais,,0
2622,Itapecerica,Minas Gerais,1,0
2623,Itapeva,Minas Gerais,1,1
2624,Itatiaiuçu,Minas Gerais,0,0
2625,Itaú de Minas,Minas Gerais,,0
2626,Itaúna,Minas Gerais,0,0
2627,Itaverava,Minas Gerais,1,1
2628,Itinga,Minas Gerais,0,0
2629,Itueta,Minas Gerais,1,1
2630,Ituiutaba,Minas Gerais,0,0
2631,Itumirim,Minas Gerais,0,0
2632,Iturama,Minas Gerais,1,0
2633,Itutinga,Minas Gerais,,0
2634,Jaboticatubas,Minas Gerais,0,0
2635,Jacinto,Minas Gerais,1,1
2636,Jacuí,Minas Gerais,0,0
2637,Jacutinga,Minas Gerais,1,1
2638,Jaguaraçu,Minas Gerais,,0
2639,Jaíba,Minas Gerais,1,0
2640,Jampruca,Minas Gerais,1,0
2641,Janaúba,Minas Gerais,0,0
2642,Januária,Minas Gerais,1,1
2643,Japaraíba,Minas Gerais,0,0
2644,Japonvar,Minas Gerais,0,1
2645,Jeceaba,Minas Gerais,0,0
2646,Jenipapo de Minas,Minas Gerais,0,0
2647,Jequeri,Minas Gerais,1,0
2648,Jequitaí,Minas Gerais,,1
2649,Jequitibá,Minas Gerais,,0
2650,Jequitinhonha,Minas Gerais,1,1
2651,Jesuânia,Minas Gerais,1,1
2652,Joaíma,Minas Gerais,1,1
2653,Joanésia,Minas Gerais,,1
2654,João Monlevade,Minas Gerais,0,0
2655,João Pinheiro,Minas Gerais,1,1
2656,Joaquim Felício,Minas Gerais,,1
2657,Jordânia,Minas Gerais,1,1
2658,José Gonçalves de Minas,Minas Gerais,1,1
2659,José Raydan,Minas Gerais,1,1
2660,Josenópolis,Minas Gerais,1,1
2661,Nova União,Minas Gerais,0,0
2662,Juatuba,Minas Gerais,0,0
2663,Juiz de Fora,Minas Gerais,0,0
2664,Juramento,Minas Gerais,1,1
2665,Juruaia,Minas Gerais,0,0
2666,Juvenília,Minas Gerais,,1
2667,Ladainha,Minas Gerais,,1
2668,Lagamar,Minas Gerais,0,0
2669,Lagoa da Prata,Minas Gerais,0,0
2670,Lagoa dos Patos,Minas Gerais,1,1
2671,Lagoa Dourada,Minas Gerais,0,0
2672,Lagoa Formosa,Minas Gerais,0,0
2673,Lagoa Grande,Minas Gerais,0,0
2674,Lagoa Santa,Minas Gerais,0,0
2675,Lajinha,Minas Gerais,,0
2676,Lambari,Minas Gerais,,0
2677,Lamim,Minas Gerais,1,1
2678,Laranjal,Minas Gerais,0,0
2679,Lassance,Minas Gerais,0,1
2680,Lavras,Minas Gerais,0,0
2681,Leandro Ferreira,Minas Gerais,0,0
2682,Leme do Prado,Minas Gerais,1,1
2683,Leopoldina,Minas Gerais,1,1
2684,Liberdade,Minas Gerais,0,0
2685,Lima Duarte,Minas Gerais,0,0
2686,Limeira do Oeste,Minas Gerais,0,0
2687,Lontra,Minas Gerais,1,1
2688,Luisburgo,Minas Gerais,1,1
2689,Luislândia,Minas Gerais,1,1
2690,Luminárias,Minas Gerais,0,0
2691,Luz,Minas Gerais,0,0
2692,Machacalis,Minas Gerais,,0
2693,Machado,Minas Gerais,0,0
2694,Madre de Deus de Minas,Minas Gerais,0,0
2695,Malacacheta,Minas Gerais,,0
2696,Mamonas,Minas Gerais,1,1
2697,Manga,Minas Gerais,1,1
2698,Manhuaçu,Minas Gerais,0,0
2699,Manhumirim,Minas Gerais,,0
2700,Mantena,Minas Gerais,0,0
2701,Maravilhas,Minas Gerais,1,1
2702,Mar de Espanha,Minas Gerais,0,0
2703,Maria da Fé,Minas Gerais,,0
2704,Mariana,Minas Gerais,,0
2705,Marilac,Minas Gerais,1,1
2706,Mário Campos,Minas Gerais,0,0
2707,Maripá de Minas,Minas Gerais,0,1
2708,Marliéria,Minas Gerais,,0
2709,Marmelópolis,Minas Gerais,,1
2710,Martinho Campos,Minas Gerais,,0
2711,Martins Soares,Minas Gerais,,0
2712,Mata Verde,Minas Gerais,0,0
2713,Materlândia,Minas Gerais,0,0
2714,Mateus Leme,Minas Gerais,0,0
2715,Matias Barbosa,Minas Gerais,1,0
2716,Matias Cardoso,Minas Gerais,0,0
2717,Matipó,Minas Gerais,0,0
2718,Mato Verde,Minas Gerais,0,0
2719,Matozinhos,Minas Gerais,,0
2720,Matutina,Minas Gerais,0,0
2721,Medeiros,Minas Gerais,0,0
2722,Medina,Minas Gerais,0,0
2723,Mendes Pimentel,Minas Gerais,0,0
2724,Mercês,Minas Gerais,0,0
2725,Mesquita,Minas Gerais,1,1
2726,Minas Novas,Minas Gerais,0,0
2727,Minduri,Minas Gerais,0,0
2728,Mirabela,Minas Gerais,1,0
2729,Miradouro,Minas Gerais,0,0
2730,Miraí,Minas Gerais,0,0
2731,Miravânia,Minas Gerais,1,1
2732,Moeda,Minas Gerais,,0
2733,Moema,Minas Gerais,0,0
2734,Monjolos,Minas Gerais,0,0
2735,Monsenhor Paulo,Minas Gerais,1,1
2736,Montalvânia,Minas Gerais,0,1
2737,Monte Alegre de Minas,Minas Gerais,0,0
2738,Monte Azul,Minas Gerais,1,1
2739,Monte Belo,Minas Gerais,1,0
2740,Monte Carmelo,Minas Gerais,1,1
2741,Monte Formoso,Minas Gerais,1,1
2742,Monte Santo de Minas,Minas Gerais,0,0
2743,Montes Claros,Minas Gerais,0,0
2744,Monte Sião,Minas Gerais,0,0
2745,Montezuma,Minas Gerais,1,1
2746,Morada Nova de Minas,Minas Gerais,1,1
2747,Morro da Garça,Minas Gerais,0,0
2748,Morro do Pilar,Minas Gerais,1,0
2749,Munhoz,Minas Gerais,0,0
2750,Muriaé,Minas Gerais,0,0
2751,Mutum,Minas Gerais,0,0
2752,Muzambinho,Minas Gerais,1,1
2753,Nacip Raydan,Minas Gerais,0,0
2754,Nanuque,Minas Gerais,1,1
2755,Naque,Minas Gerais,0,0
2756,Natalândia,Minas Gerais,0,0
2757,Natércia,Minas Gerais,0,0
2758,Nazareno,Minas Gerais,0,0
2759,Nepomuceno,Minas Gerais,1,1
2760,Ninheira,Minas Gerais,1,1
2761,Nova Belém,Minas Gerais,,0
2762,Nova Era,Minas Gerais,0,0
2763,Nova Lima,Minas Gerais,0,0
2764,Nova Módica,Minas Gerais,,1
2765,Nova Ponte,Minas Gerais,0,0
2766,Nova Porteirinha,Minas Gerais,1,1
2767,Nova Resende,Minas Gerais,0,0
2768,Nova Serrana,Minas Gerais,1,1
2769,Novo Cruzeiro,Minas Gerais,1,1
2770,Novo Oriente de Minas,Minas Gerais,,0
2771,Novorizonte,Minas Gerais,0,0
2772,Olaria,Minas Gerais,0,0
2773,Olhos-d'Água,Minas Gerais,,0
2774,Olímpio Noronha,Minas Gerais,0,0
2775,Oliveira,Minas Gerais,1,0
2776,Oliveira Fortes,Minas Gerais,,0
2777,Onça de Pitangui,Minas Gerais,0,0
2778,Oratórios,Minas Gerais,0,0
2779,Orizânia,Minas Gerais,1,1
2780,Ouro Branco,Minas Gerais,0,0
2781,Ouro Fino,Minas Gerais,0,0
2782,Ouro Preto,Minas Gerais,1,1
2783,Ouro Verde de Minas,Minas Gerais,,1
2784,Padre Carvalho,Minas Gerais,1,1
2785,Padre Paraíso,Minas Gerais,,1
2786,Paineiras,Minas Gerais,0,0
2787,Pains,Minas Gerais,0,0
2788,Pai Pedro,Minas Gerais,0,0
2789,Paiva,Minas Gerais,0,0
2790,Palma,Minas Gerais,,0
2791,Palmópolis,Minas Gerais,,1
2792,Papagaios,Minas Gerais,0,0
2793,Paracatu,Minas Gerais,0,0
2794,Pará de Minas,Minas Gerais,0,0
2795,Paraguaçu,Minas Gerais,1,0
2796,Paraisópolis,Minas Gerais,0,0
2797,Paraopeba,Minas Gerais,0,0
