;Município;Região;UF;Reg_Metropolitana;Mun_Reg_Geog_Imediata;Mun_Reg_Geog_Intermediária;Tipo_Conc_Urbana;Hierarquia_Urbana;Hier_Urbana_princ_categ;Região_rural;Amazônia_Legal;Semiárido;Cid_Região_São_Paulo;PIB_PERC;VAB_Indústria/Total;VAB_Serviço/Total;VAB_Adm/Total;VAB_Agricultura/Total;CLASS_CAPAG_real;CLASS_CAPAG_predito
4127;Matinhos;Sul;Paraná;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Metrópole;Não;Não;Não;22284;0,115291701;0,634856464;0,247766244;0,002082769;1;1
4128;Mato Rico;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24217;0,035026537;0,167406993;0,276304904;0,521248839;0;0
4129;Mauá da Serra;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;28379;0,220134521;0,372427039;0,184970081;0,222464533;1;1
4130;Medianeira;Sul;Paraná;Não;do Entorno;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;42116;0,277734154;0,531835089;0,123724731;0,066705436;1;1
4131;Mercedes;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;39390;0,122866381;0,425447223;0,178250964;0,273425053;1;1
4132;Mirador;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;45871;0,06897178;0,136006377;0,150414174;0,644597581;1;1
4133;Miraselva;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21369;0,040618435;0,284948554;0,372003448;0,302429564;0;0
4134;Missal;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;32446;0,08454021;0,364523106;0,196071688;0,354861899;1;1
4135;Moreira Sales;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25425;0,168813184;0,38912893;0,190936158;0,251118266;0;1
4136;Morretes;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;20421;0,094113962;0,474373505;0,259529414;0,17197989;;0
4137;Munhoz de Melo;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24148;0,038871315;0,199167436;0,242970432;0,51896885;0;0
4138;Nossa Senhora das Graças;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17625;0,033234105;0,27591416;0,311591949;0,379259786;0;0
4139;Nova Aliança do Ivaí;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27477;0,062439795;0,235137205;0,302294564;0,400103737;0;1
4140;Nova América da Colina;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21432;0,045975234;0,250621952;0,275598409;0,42779035;;0
4141;Nova Aurora;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;58755;0,146385331;0,403686402;0,099249423;0,350675345;1;1
4142;Nova Cantu;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;36110;0,041842775;0,348781481;0,15543718;0,453933274;;1
4143;Nova Esperança;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;26155;0,162700575;0,498159163;0,185614605;0,153524156;1;1
4144;Nova Esperança do Sudoeste;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21290;0,043136781;0,257410988;0,267631303;0,431800789;1;0
4145;Nova Fátima;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30298;0,098247209;0,432987103;0,171107072;0,297649961;0;1
4146;Nova Laranjeiras;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;17539;0,047521232;0,28590942;0,271269857;0,395294277;1;0
4147;Nova Londrina;Sul;Paraná;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;24026;0,177529904;0,525474737;0,206970935;0,090017466;0;0
4148;Nova Olímpia;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;14263;0,053849769;0,367103241;0,362352164;0,216682122;0;0
4149;Nova Santa Bárbara;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;19667;0,04877648;0,317559027;0,288197078;0,345467415;1;0
4150;Nova Santa Rosa;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;40035;0,086286475;0,436321615;0,142250875;0,335134277;1;1
4151;Nova Prata do Iguaçu;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;31075;0,083321605;0,360464622;0,174792743;0,381417757;1;1
4152;Nova Tebas;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;22562;0,03521048;0,282051282;0,267193865;0,415536385;0;0
4153;Novo Itacolomi;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;23295;0,058583407;0,217831925;0,28428004;0,439288866;1;1
4154;Ortigueira;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;97505;0,64486153;0,186010748;0,051530267;0,117596482;1;1
4155;Ourizona;Sul;Paraná;Sim;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;31021;0,042799683;0,324021786;0,178430645;0,454727825;0;0
4156;Ouro Verde do Oeste;Sul;Paraná;Sim;do Entorno;do Entorno;Média concentração urbana;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29575;0,082220921;0,308117273;0,192890835;0,416764806;0;1
4157;Paiçandu;Sul;Paraná;Sim;do Entorno;do Entorno;Média concentração urbana;Integrante de Capital Regional B;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;20508;0,198042225;0,523230657;0,22414326;0,054582543;;0
4158;Palmas;Sul;Paraná;Não;do Entorno;do Entorno;;Centro de Zona A;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;23588;0,232854893;0,460272038;0,191356141;0,11551599;1;0
4159;Palmeira;Sul;Paraná;Não;do Entorno;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;42390;0,191680035;0,364367583;0,119950512;0,323999548;1;1
4160;Palmital;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18982;0,077160351;0,407809202;0,263887898;0,251138352;0;0
4161;Palotina;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;69645;0,282500962;0,49935755;0,080288924;0,137851528;1;1
4162;Paraíso do Norte;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24179;0,253855884;0,428976618;0,199017005;0,118150493;1;0
4163;Paranacity;Sul;Paraná;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;28209;0,277991205;0,393064203;0,176308835;0,152629058;0;1
4164;Paranaguá;Sul;Paraná;Não;Polo;do Entorno;Média concentração urbana;Centro Subregional A;Centro Subregional;Região Rural de Metrópole;Não;Não;Não;63606;0,260106818;0,634861016;0,10347979;0,00155211;1;1
4165;Paranapoema;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;21016;0,034397564;0,2671151;0,270191434;0,428279962;1;0
4166;Paranavaí;Sul;Paraná;Não;Polo;do Entorno;;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;30152;0,199681039;0,541494543;0,157132035;0,101691963;1;0
4167;Pato Bragado;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29832;0,149625528;0,331859823;0,229097154;0,289397907;;1
4168;Pato Branco;Sul;Paraná;Não;Polo;do Entorno;;Centro Subregional A;Centro Subregional;Região Rural de Capital Regional;Não;Não;Não;46842;0,241869192;0,573539305;0,116438118;0,068152796;1;1
4169;Paula Freitas;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;48727;0,071358439;0,381081857;0,110292896;0,43725548;0;1
4170;Paulo Frontin;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;41993;0,088003617;0,255626944;0,122621478;0,533741113;1;1
4171;Peabiru;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;23403;0,040745782;0,426718922;0,217434367;0,315094371;;1
4172;Perobal;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29981;0,138374261;0,261852431;0,17837334;0,421394214;1;1
4173;Pérola;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30399;0,407311289;0,318698737;0,172668757;0,101315;0;0
4174;Pérola d'Oeste;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;25973;0,042116106;0,399801761;0,18837256;0,369703095;0;1
4175;Piên;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;63033;0,466448535;0,197616683;0,089433793;0,246500989;0;1
4176;Pinhais;Sul;Paraná;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Não;Não;Não;44773;0,229608463;0,645217113;0,124921405;0,000252598;1;1
4177;Pinhalão;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;24868;0,10078903;0,257798093;0,202480373;0,438919332;0;0
4178;Pinhal de São Bento;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;18949;0,036984296;0,29316673;0,281012455;0,388796406;0;0
4179;Pinhão;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;48650;0,642752432;0,142484972;0,09921412;0,115547821;0;0
4180;Piraí do Sul;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;31574;0,286667382;0,286382036;0,162072812;0,264875052;1;1
4181;Piraquara;Sul;Paraná;Sim;do Entorno;do Entorno;Grande concentração urbana;Integrante de Metrópole;Metrópole;Região Rural de Metrópole;Não;Não;Não;11681;0,121145446;0,4624256;0,392199355;0,024227897;1;0
4182;Pitanga;Sul;Paraná;Não;Polo;do Entorno;;Centro de Zona B;Centro de Zona;Região Rural de Capital Regional;Não;Não;Não;29163;0,100648869;0,477487636;0,163872316;0,257989963;1;1
4183;Pitangueiras;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;30434;0,034924544;0,239902345;0,20848862;0,516662886;0;0
4184;Planaltina do Paraná;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;23059;0,168171892;0,325754167;0,230941433;0,27511056;;1
4185;Planalto;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24111;0,128504861;0,381122627;0,20610388;0,284265285;1;1
4186;Ponta Grossa;Sul;Paraná;Não;Polo;Polo;Média concentração urbana;Capital Regional C;Capital Regional;Região Rural de Capital Regional;Não;Não;Não;43253;0,355597125;0,505910368;0,115401909;0,023090522;1;1
4187;Pontal do Paraná;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Metrópole;Não;Não;Não;91044;0,665409837;0,271869188;0,061307699;0,001412838;1;1
4188;Porecatu;Sul;Paraná;Sim;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;42639;0,567112744;0,254529681;0,111813349;0,066540535;0;1
4189;Porto Amazonas;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;24967;0,189836856;0,265835196;0,210099547;0,334219568;1;1
4190;Porto Barreiro;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;29991;0,036159654;0,242369147;0,205300421;0,516138692;0;0
4191;Porto Rico;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;27291;0,064367747;0,447297216;0,285881787;0,202438218;1;1
4192;Porto Vitória;Sul;Paraná;Não;do Entorno;do Entorno;;Centro Local;Centro Local;Região Rural de Capital Regional;Não;Não;Não;15769;0,053141744;0,211040753;0,353774963;0,382010067;;0
